PRISM Time Series Data
Location:  Lat: 44.8983   Lon: -89.7591   Elev: 1243ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2009-01-01 - 2020-12-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Apr-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2018-03-17,0.00,12.7,25.4,38.1,11.3,0.50,5.34
2018-03-18,0.00,19.6,33.2,46.7,14.5,0.88,8.07
2018-03-19,0.00,24.9,36.3,47.6,19.5,1.33,7.94
2018-03-20,0.00,19.5,29.1,38.7,13.6,1.10,4.92
2018-03-21,0.00,18.9,25.3,31.7,12.3,0.92,3.52
2018-03-22,0.00,17.9,27.1,36.3,12.1,0.56,5.03
2018-03-23,0.00,18.9,29.3,39.8,12.3,0.88,5.68
2018-03-24,0.00,20.2,29.9,39.7,10.5,0.95,6.09
2018-03-25,0.00,20.3,28.4,36.4,11.1,1.07,4.50
2018-03-26,0.00,21.6,31.0,40.4,14.3,0.82,5.71
2018-03-27,0.58,26.5,34.2,41.9,27.5,0.04,5.32
2018-03-28,0.00,21.8,30.0,38.3,29.3,0.05,1.88
2018-03-29,0.00,24.8,38.1,51.3,28.6,0.12,7.83
2018-03-30,0.00,21.0,31.5,42.0,16.8,0.85,6.02
2018-03-31,0.40,24.6,32.7,40.8,23.0,0.23,5.23
2018-04-01,0.23,6.2,19.3,32.5,12.4,0.04,2.55
2018-04-02,0.00,6.9,16.2,25.5,6.3,0.32,2.51
2018-04-03,0.19,12.4,22.8,33.2,20.7,0.22,3.45
2018-04-04,0.52,16.9,22.9,28.9,21.6,0.24,0.92
2018-04-05,0.00,7.6,17.7,27.8,6.5,0.23,3.34
2018-04-06,0.04,10.5,22.9,35.4,17.6,0.17,4.03
2018-04-07,0.00,8.5,17.0,25.5,5.0,0.56,2.93
2018-04-08,0.00,5.9,16.8,27.6,4.2,0.41,3.17
2018-04-09,0.00,8.7,21.1,33.5,8.6,0.52,4.79
2018-04-10,0.00,20.8,29.4,38.0,13.3,0.65,5.37
2018-04-11,0.00,23.2,28.9,34.6,21.5,0.66,3.28
2018-04-12,0.22,29.5,38.0,46.6,26.8,0.06,6.87
2018-04-13,0.00,33.4,39.0,44.6,34.9,0.03,2.85
2018-04-14,0.67,25.7,31.7,37.6,28.3,0.16,2.01
2018-04-15,0.55,19.4,23.8,28.3,18.1,0.27,1.96
2018-04-16,0.33,19.1,21.9,24.7,19.1,0.28,1.02
2018-04-17,0.00,22.6,26.0,29.5,18.5,0.53,2.09
2018-04-18,0.00,24.8,29.4,34.0,21.3,0.90,2.80
2018-04-19,0.00,25.1,32.4,39.7,22.1,1.25,3.79
2018-04-20,0.00,23.4,36.9,50.5,18.2,0.92,9.49
2018-04-21,0.00,26.9,39.8,52.7,18.0,1.16,10.59
2018-04-22,0.00,28.3,42.0,55.7,24.2,0.65,10.67
2018-04-23,0.00,30.8,44.5,58.3,24.0,1.23,12.64
2018-04-24,0.00,32.6,48.1,63.5,26.6,1.12,15.54
2018-04-25,0.00,32.3,50.2,68.2,32.8,0.34,17.42
2018-04-26,0.00,30.7,43.0,55.3,26.8,0.73,10.60
2018-04-27,0.00,29.6,47.3,65.0,31.2,0.22,15.47
2018-04-28,0.11,28.6,36.7,44.8,31.0,0.44,3.18
2018-04-29,0.00,26.9,38.9,50.9,16.5,1.26,9.95
2018-04-30,0.00,33.4,47.5,61.5,21.0,2.43,15.12
2018-05-01,0.00,50.3,63.2,76.2,41.6,6.79,20.29
2018-05-02,0.42,55.7,65.2,74.6,52.3,0.10,16.78
2018-05-03,0.00,45.4,56.1,66.8,50.8,0.15,9.70
2018-05-04,0.81,46.4,56.4,66.5,47.7,0.10,11.15
2018-05-05,0.00,46.0,60.2,74.3,39.2,0.58,22.24
2018-05-06,0.05,46.7,61.6,76.4,36.8,2.20,25.11
2018-05-07,0.00,45.5,58.2,70.9,37.6,1.84,19.44
2018-05-08,0.00,50.7,65.7,80.7,41.3,3.62,27.98
2018-05-09,0.31,51.7,65.0,78.3,44.5,0.86,24.48
2018-05-10,0.33,50.9,54.1,57.4,52.1,0.42,2.54
2018-05-11,0.00,36.2,49.0,61.8,29.0,2.05,13.55
2018-05-12,0.02,34.9,41.8,48.7,30.3,0.77,6.25
2018-05-13,0.01,38.9,50.1,61.4,32.8,0.74,13.35
2018-05-14,0.00,47.3,57.6,68.0,47.6,0.20,12.58
2018-05-15,0.20,54.8,65.7,76.5,54.6,0.38,18.78
2018-05-16,0.00,46.8,60.7,74.6,41.2,1.24,22.09
2018-05-17,0.00,54.0,68.2,82.3,45.6,4.14,27.94
2018-05-18,0.00,46.5,58.8,71.0,35.8,3.86,17.24
2018-05-19,0.00,51.4,64.2,76.9,41.9,1.73,21.72
2018-05-20,0.00,42.8,59.3,75.9,45.8,1.39,15.92
2018-05-21,0.00,40.0,54.4,68.8,33.4,1.38,18.66
2018-05-22,0.13,48.6,55.0,61.4,47.8,0.30,9.00
2018-05-23,0.00,51.4,62.1,72.8,54.3,0.13,11.86
2018-05-24,0.00,57.8,68.1,78.4,58.1,0.43,16.69
2018-05-25,0.00,63.5,74.6,85.8,61.2,1.56,23.75
2018-05-26,0.04,57.7,70.8,83.8,61.3,0.31,20.21
2018-05-27,0.00,63.0,76.8,90.7,59.0,1.59,34.70
2018-05-28,0.36,64.7,78.4,92.0,57.9,1.67,38.86
2018-05-29,0.05,65.0,78.0,90.9,62.3,1.61,28.75
2018-05-30,0.00,64.9,76.6,88.3,61.6,2.65,26.38
2018-05-31,0.42,64.3,67.9,71.5,65.5,0.17,5.78
2018-06-01,0.08,61.6,70.5,79.4,62.5,0.35,15.35
2018-06-02,0.00,49.4,61.7,74.0,53.7,0.75,11.67
2018-06-03,0.31,51.9,56.4,61.0,54.6,0.11,4.19
2018-06-04,0.00,47.3,54.4,61.5,48.7,0.84,6.11
2018-06-05,0.01,50.5,63.7,76.9,48.0,2.13,20.19
2018-06-06,0.00,47.7,59.9,72.1,44.8,0.95,17.89
2018-06-07,0.08,50.7,61.1,71.4,54.0,0.25,9.70
2018-06-08,0.00,53.9,65.9,77.8,51.5,1.63,20.13
2018-06-09,0.00,53.5,60.6,67.6,50.9,1.36,10.62
2018-06-10,0.00,59.6,67.3,75.0,57.5,2.49,11.67
2018-06-11,0.00,53.8,63.7,73.6,50.0,2.75,15.10
2018-06-12,0.00,61.0,69.3,77.6,53.8,3.81,17.92
2018-06-13,0.01,59.4,67.8,76.2,61.2,1.01,10.89
2018-06-14,0.00,53.0,65.5,77.9,46.9,1.37,23.30
2018-06-15,0.48,58.7,69.5,80.3,50.8,1.61,24.38
2018-06-16,1.64,58.2,65.8,73.3,61.6,0.07,8.81
2018-06-17,0.00,66.5,74.6,82.6,69.2,0.59,12.48
2018-06-18,1.95,68.9,79.3,89.7,70.4,0.16,21.01
2018-06-19,0.21,58.0,66.6,75.2,63.7,0.16,9.28
2018-06-20,0.03,57.7,64.0,70.4,56.9,0.61,9.96
2018-06-21,0.00,57.5,67.4,77.3,58.0,0.84,16.41
2018-06-22,0.00,55.0,66.2,77.4,54.8,2.28,16.55
2018-06-23,0.00,51.6,64.7,77.7,51.9,0.83,19.83
2018-06-24,0.00,57.7,69.7,81.7,53.3,0.80,25.83
2018-06-25,0.00,54.7,68.3,81.8,56.9,1.68,20.00
2018-06-26,0.00,57.7,67.1,76.5,54.7,3.13,14.35
2018-06-27,0.09,59.8,65.5,71.2,60.4,0.43,8.35
2018-06-28,0.00,60.4,70.3,80.1,62.2,0.43,15.49
2018-06-29,0.00,65.1,74.9,84.6,65.0,0.24,21.28
2018-06-30,0.00,72.6,82.9,93.3,73.8,1.35,25.38
2018-07-01,0.08,66.7,79.5,92.2,69.4,1.27,22.63
2018-07-02,0.01,55.7,69.2,82.6,62.3,0.42,16.03
2018-07-03,0.00,61.9,73.7,85.4,62.5,1.12,23.73
2018-07-04,0.00,63.1,74.1,85.2,60.0,1.30,26.48
2018-07-05,0.00,66.7,78.8,90.9,68.6,1.08,25.18
2018-07-06,0.00,55.0,69.0,83.0,55.0,2.09,25.10
2018-07-07,0.00,52.3,65.3,78.3,49.1,1.23,22.36
2018-07-08,0.00,59.3,70.1,80.8,51.6,3.48,24.42
2018-07-09,0.00,64.3,74.9,85.5,59.1,2.90,25.74
2018-07-10,0.00,59.2,72.9,86.6,61.7,1.82,21.70
2018-07-11,0.00,57.2,70.7,84.3,56.5,0.65,26.72
2018-07-12,0.00,65.8,75.0,84.2,58.6,5.02,23.56
2018-07-13,0.44,65.4,74.3,83.3,67.8,0.29,11.66
2018-07-14,0.02,64.0,72.2,80.3,67.7,0.14,11.90
2018-07-15,0.00,64.1,75.5,86.9,64.2,0.18,26.41
2018-07-16,0.00,66.5,76.8,87.1,67.6,1.38,21.22
2018-07-17,0.00,57.0,69.9,82.8,52.5,2.56,26.14
2018-07-18,0.00,53.8,65.1,76.4,51.5,0.40,18.69
2018-07-19,0.00,57.4,68.5,79.5,54.5,0.86,21.58
2018-07-20,0.23,63.6,71.5,79.5,59.6,0.75,19.21
2018-07-21,0.92,61.1,64.6,68.1,63.8,0.29,2.20
2018-07-22,0.00,61.6,68.2,74.8,61.0,1.64,10.18
2018-07-23,0.00,59.1,69.3,79.4,61.5,0.80,15.05
2018-07-24,0.00,61.2,72.0,82.9,60.7,0.50,20.76
2018-07-25,0.00,57.3,69.2,81.2,57.2,1.23,20.87
2018-07-26,1.31,56.7,67.6,78.6,59.7,0.39,15.51
2018-07-27,0.02,53.9,61.0,68.2,55.8,0.30,8.59
2018-07-28,0.00,51.4,61.6,71.7,52.4,0.38,13.40
2018-07-29,0.02,54.3,66.1,78.0,54.1,0.38,19.29
2018-07-30,0.00,55.6,67.5,79.4,55.7,0.39,20.48
2018-07-31,0.00,55.4,68.5,81.7,56.0,0.38,24.41
2018-08-01,0.00,58.2,70.9,83.6,58.1,0.73,24.31
2018-08-02,1.03,57.1,68.1,79.1,60.5,0.33,15.67
2018-08-03,0.00,52.3,59.4,66.4,56.2,0.09,5.52
2018-08-04,0.03,54.3,62.9,71.5,61.6,0.08,9.60
2018-08-05,0.06,65.6,74.4,83.2,65.7,0.82,17.93
2018-08-06,0.03,66.2,75.7,85.3,66.3,1.23,20.95
2018-08-07,0.00,56.0,68.5,81.1,61.3,0.17,17.45
2018-08-08,0.03,56.5,65.6,74.7,60.4,0.11,11.15
2018-08-09,0.33,61.6,71.8,82.0,63.9,0.16,17.10
2018-08-10,0.03,63.8,74.3,84.7,64.0,0.44,22.72
2018-08-11,0.00,60.6,72.1,83.7,61.2,0.73,22.32
2018-08-12,0.00,61.2,74.5,87.7,63.5,0.27,26.38
2018-08-13,0.00,62.7,75.0,87.4,63.1,0.65,26.75
2018-08-14,0.00,61.6,74.1,86.7,63.7,0.67,23.64
2018-08-15,0.00,61.6,73.8,86.1,64.6,0.18,21.83
2018-08-16,0.00,64.1,74.8,85.5,65.3,0.19,22.63
2018-08-17,0.00,65.1,74.4,83.7,66.9,0.17,18.14
2018-08-18,0.00,61.7,73.6,85.5,62.5,0.44,25.94
2018-08-19,0.00,53.7,64.5,75.4,58.7,0.12,11.87
2018-08-20,0.00,58.4,68.8,79.3,60.5,0.44,17.22
2018-08-21,0.06,63.1,67.8,72.4,63.6,0.86,7.09
2018-08-22,0.00,51.4,60.7,69.9,53.2,0.72,11.48
2018-08-23,0.00,50.1,63.6,77.1,47.8,0.76,22.02
2018-08-24,0.01,55.8,67.2,78.7,53.4,1.93,21.48
2018-08-25,0.97,59.9,61.7,63.5,60.9,0.12,2.95
2018-08-26,0.00,57.0,67.3,77.6,61.0,0.13,13.27
2018-08-27,0.83,59.1,67.2,75.3,66.3,0.14,6.43
2018-08-28,0.74,67.2,74.6,82.0,69.5,0.59,10.84
2018-08-29,0.12,54.9,66.7,78.5,63.8,0.28,9.11
2018-08-30,0.00,50.8,58.3,65.7,51.7,0.27,8.49
2018-08-31,0.00,52.7,62.1,71.5,54.9,0.20,12.15
2018-09-01,0.05,59.3,69.3,79.3,65.0,0.59,12.21
2018-09-02,0.21,63.7,70.9,78.1,66.3,0.14,10.22
2018-09-03,0.03,63.8,69.4,75.0,65.5,0.11,6.98
2018-09-04,0.34,65.2,69.6,73.9,66.3,0.16,6.64
2018-09-05,2.83,66.5,73.6,80.7,69.5,0.20,10.23
2018-09-06,0.02,48.1,59.7,71.4,57.0,0.39,6.33
2018-09-07,0.00,47.7,59.0,70.3,47.0,0.39,15.76
2018-09-08,0.00,47.4,59.1,70.7,47.3,0.84,15.83
2018-09-09,0.00,45.5,56.8,68.1,45.9,0.34,12.44
2018-09-10,0.00,43.1,55.4,67.8,45.7,0.27,12.98
2018-09-11,0.00,47.3,58.8,70.4,48.9,0.27,14.95
2018-09-12,0.00,53.9,65.8,77.6,54.1,1.42,17.64
2018-09-13,0.00,54.2,67.1,80.1,58.8,0.37,16.99
2018-09-14,0.00,57.0,68.4,79.7,56.8,0.73,20.18
2018-09-15,0.00,60.2,71.5,82.7,64.0,0.65,17.09
2018-09-16,0.00,61.4,73.9,86.3,65.8,0.40,20.18
2018-09-17,0.00,62.5,72.1,81.8,63.0,0.36,18.84
2018-09-18,0.02,57.3,71.5,85.7,61.9,0.28,19.59
2018-09-19,0.03,57.4,62.2,67.0,57.6,0.27,5.30
2018-09-20,0.08,56.4,57.7,59.0,57.2,0.01,0.80
2018-09-21,1.31,57.3,62.7,68.2,62.4,0.09,2.26
2018-09-22,0.02,36.7,48.4,60.0,42.2,0.18,5.65
2018-09-23,0.00,39.9,51.0,62.0,42.2,0.24,10.72
2018-09-24,0.00,45.6,57.5,69.5,50.3,0.29,12.46
2018-09-25,0.00,54.1,63.1,72.1,57.2,0.35,12.20
2018-09-26,0.15,42.9,52.9,62.9,50.4,0.27,3.79
2018-09-27,0.02,41.3,49.9,58.4,39.9,0.47,8.57
2018-09-28,0.06,42.9,52.1,61.4,44.5,0.90,8.18
2018-09-29,0.00,30.3,41.7,53.1,33.6,0.47,7.43
2018-09-30,0.00,33.6,38.3,43.0,32.2,0.66,4.27
2018-10-01,0.00,40.5,44.0,47.5,41.7,0.31,2.08
2018-10-02,0.69,43.9,46.5,49.2,44.4,0.13,2.71
2018-10-03,1.12,45.7,50.5,55.3,49.2,0.12,3.38
2018-10-04,0.49,37.3,56.5,75.6,55.4,0.18,7.03
2018-10-05,0.16,37.1,43.6,50.1,34.1,0.33,6.49
2018-10-06,0.08,41.3,44.2,47.1,44.2,0.00,0.54
2018-10-07,0.00,43.1,47.0,50.8,43.4,0.28,2.80
2018-10-08,0.23,42.5,45.4,48.4,42.4,0.16,2.56
2018-10-09,1.29,48.5,55.6,62.7,55.6,0.00,0.64
2018-10-10,1.11,47.3,55.9,64.6,54.2,0.04,1.19
2018-10-11,0.48,36.6,50.7,64.9,49.2,0.07,2.73
2018-10-12,0.02,31.0,35.0,39.1,28.1,0.69,2.79
2018-10-13,0.00,24.9,29.4,33.9,24.6,0.25,2.16
2018-10-14,0.00,28.7,39.3,49.9,35.5,0.34,5.26
2018-10-15,0.26,30.0,34.6,39.2,31.9,0.08,1.90
2018-10-16,0.00,28.9,33.0,37.0,25.8,0.62,3.04
2018-10-17,0.00,33.8,43.9,54.0,28.3,1.75,8.35
2018-10-18,0.00,23.7,34.1,44.6,20.1,0.44,6.61
2018-10-19,0.04,25.0,41.3,57.5,33.8,0.65,9.73
2018-10-20,0.08,37.9,46.5,55.1,39.2,0.33,7.80
2018-10-21,0.04,23.4,29.9,36.4,21.0,0.47,3.45
2018-10-22,0.00,24.1,35.7,47.2,23.0,0.35,7.15
2018-10-23,0.00,25.9,42.0,58.1,28.4,0.36,11.39
2018-10-24,0.00,26.6,37.0,47.5,28.4,0.33,5.59
2018-10-25,0.00,26.6,38.5,50.3,30.4,0.19,6.66
2018-10-26,0.00,30.1,40.7,51.2,34.0,0.21,6.16
2018-10-27,0.00,35.9,42.5,49.1,35.3,0.44,5.09
2018-10-28,0.38,39.1,42.2,45.3,39.2,0.24,2.16
2018-10-29,0.11,37.3,41.1,45.0,39.0,0.23,2.03
2018-10-30,0.00,37.2,39.8,42.5,35.5,0.50,2.30
2018-10-31,0.00,33.5,42.2,50.9,39.0,0.26,3.64
2018-11-01,0.00,27.7,39.8,51.9,29.3,0.14,7.80
2018-11-02,0.00,27.1,36.9,46.6,27.5,0.41,5.57
2018-11-03,0.00,29.7,36.1,42.5,27.7,0.57,4.60
2018-11-04,0.16,32.5,38.5,44.4,26.5,0.42,5.73
2018-11-05,0.87,33.5,40.0,46.5,39.1,0.04,0.95
2018-11-06,0.27,36.1,38.8,41.4,36.9,0.18,1.82
2018-11-07,0.16,28.2,34.4,40.6,32.8,0.14,1.13
2018-11-08,0.00,26.2,29.9,33.6,23.7,0.71,1.95
2018-11-09,0.11,22.9,25.9,28.9,19.6,0.23,1.96
2018-11-10,0.03,17.3,21.4,25.6,13.6,0.32,2.31
2018-11-11,0.03,16.4,19.6,22.8,12.8,0.35,1.68
2018-11-12,0.00,21.2,24.8,28.3,20.1,0.53,1.32
2018-11-13,0.00,11.8,17.3,22.8,8.1,0.80,1.73
2018-11-14,0.00,7.8,12.5,17.3,2.9,0.35,1.60
2018-11-15,0.00,12.0,20.8,29.7,13.6,0.41,2.64
2018-11-16,0.02,19.0,28.1,37.1,20.4,0.28,4.22
2018-11-17,0.00,24.4,28.8,33.2,22.2,0.54,1.68
2018-11-18,0.00,8.1,17.7,27.3,10.0,0.29,2.42
2018-11-19,0.01,9.5,18.0,26.5,9.6,0.37,2.38
2018-11-20,0.00,12.5,20.5,28.6,15.3,0.37,2.07
2018-11-21,0.00,14.3,19.9,25.4,14.3,0.49,2.03
2018-11-22,0.00,17.4,19.4,21.3,7.4,0.99,1.97
2018-11-23,0.00,19.7,26.8,33.9,25.4,0.13,1.14
2018-11-24,0.11,30.7,37.7,44.6,35.0,0.14,3.54
2018-11-25,0.04,27.7,33.4,39.0,31.8,0.04,1.43
2018-11-26,0.00,22.0,24.9,27.7,17.6,1.01,1.59
2018-11-27,0.00,13.1,18.8,24.5,12.1,0.41,1.90
2018-11-28,0.00,10.5,15.0,19.6,9.7,0.34,1.38
2018-11-29,0.04,13.1,18.7,24.3,15.9,0.22,1.54
2018-11-30,0.00,22.0,25.2,28.3,24.3,0.15,0.95
2018-12-01,0.00,25.5,28.7,31.8,26.4,0.07,1.15
2018-12-02,0.17,26.6,29.7,32.8,29.3,0.04,0.68
2018-12-03,0.03,25.5,29.4,33.4,25.2,0.40,1.69
2018-12-04,0.00,20.5,24.0,27.4,18.6,0.48,1.53
2018-12-05,0.00,19.0,22.1,25.2,16.1,0.48,1.38
2018-12-06,0.00,17.6,22.8,28.0,16.7,0.51,1.48
2018-12-07,0.00,5.1,13.5,21.9,6.1,0.31,1.67
2018-12-08,0.00,2.9,9.2,15.5,5.2,0.22,1.00
2018-12-09,0.00,10.9,16.2,21.6,14.5,0.24,0.69
2018-12-10,0.00,11.5,19.7,27.9,14.5,0.22,1.70
2018-12-11,0.00,15.5,18.1,20.7,16.8,0.15,0.38
2018-12-12,0.01,18.6,23.4,28.2,20.5,0.24,0.77
2018-12-13,0.06,28.2,29.9,31.6,29.4,0.05,0.63
2018-12-14,0.00,23.6,27.5,31.4,27.5,0.04,0.51
2018-12-15,0.00,15.4,25.5,35.5,19.6,0.08,2.86
2018-12-16,0.00,16.3,29.2,42.1,22.3,0.25,4.54
2018-12-17,0.00,21.9,31.5,41.0,21.5,0.32,3.60
2018-12-18,0.00,15.5,23.5,31.5,13.8,0.46,2.99
2018-12-19,0.00,18.7,29.1,39.5,23.5,0.57,3.88
2018-12-20,0.00,31.7,35.0,38.4,31.6,0.38,2.02
2018-12-21,0.00,26.2,31.5,36.8,28.7,0.23,1.49
2018-12-22,0.00,19.5,22.4,25.4,17.1,0.58,1.19
2018-12-23,0.01,20.0,23.7,27.4,20.3,0.17,1.18
2018-12-24,0.00,19.8,24.3,28.9,19.7,0.21,1.40
2018-12-25,0.00,13.3,19.1,24.9,13.4,0.27,1.61
2018-12-26,0.00,15.9,22.1,28.3,19.3,0.33,1.98
2018-12-27,0.31,26.0,29.8,33.6,24.3,0.22,2.20
2018-12-28,0.59,33.9,38.1,42.2,36.3,0.02,0.48
2018-12-29,0.03,11.5,23.0,34.5,15.7,0.24,1.32
2018-12-30,0.00,11.4,15.5,19.6,11.2,0.36,1.01
2018-12-31,0.00,16.0,22.0,28.1,18.5,0.32,1.80
2019-01-01,0.03,12.5,20.6,28.7,19.9,0.07,1.18
2019-01-02,0.00,7.9,13.8,19.6,7.1,0.21,1.51
2019-01-03,0.00,15.7,19.8,24.0,14.7,0.28,1.67
2019-01-04,0.00,21.6,28.7,35.8,23.5,0.26,2.69
2019-01-05,0.00,24.6,33.6,42.5,26.8,0.15,3.53
2019-01-06,0.00,22.7,33.5,44.4,27.3,0.12,4.03
2019-01-07,0.47,22.0,27.7,33.4,24.7,0.16,1.94
2019-01-08,0.17,31.9,34.9,37.9,34.0,0.08,0.61
2019-01-09,0.00,11.0,22.3,33.7,13.5,0.17,2.01
2019-01-10,0.00,9.4,11.8,14.3,4.0,0.42,1.17
2019-01-11,0.00,12.0,16.7,21.3,10.4,0.41,1.54
2019-01-12,0.00,16.9,22.3,27.7,17.1,0.43,2.02
2019-01-13,0.00,19.3,23.0,26.6,20.7,0.30,0.89
2019-01-14,0.00,17.6,21.7,25.8,17.9,0.26,1.29
2019-01-15,0.00,22.2,25.0,27.8,25.0,0.07,0.49
2019-01-16,0.00,13.1,21.4,29.6,21.4,0.06,1.20
2019-01-17,0.00,10.1,15.6,21.1,5.8,0.40,1.99
2019-01-18,0.01,5.8,14.9,23.9,11.6,0.28,1.02
2019-01-19,0.02,3.8,8.9,14.1,1.0,0.41,1.24
2019-01-20,0.00,-4.7,4.2,13.1,-4.1,0.26,1.37
2019-01-21,0.00,-10.6,-1.6,7.4,-12.0,0.21,1.16
2019-01-22,0.02,-9.7,3.6,17.0,2.3,0.20,1.48
2019-01-23,0.10,12.9,15.2,17.5,12.3,0.23,1.04
2019-01-24,0.02,5.5,13.0,20.4,9.8,0.19,1.17
2019-01-25,0.03,-11.4,3.3,18.0,-2.1,0.20,0.95
2019-01-26,0.00,-21.4,-11.3,-1.2,-20.2,0.15,0.72
2019-01-27,0.00,-20.5,-8.2,4.2,-11.5,0.14,1.21
2019-01-28,0.15,-14.3,-5.5,3.2,-12.7,0.18,0.98
2019-01-29,0.08,-7.1,-0.1,6.9,-3.6,0.19,0.64
2019-01-30,0.00,-25.8,-14.7,-3.7,-22.6,0.16,0.61
2019-01-31,0.00,-27.3,-18.5,-9.7,-29.9,0.13,0.50
2019-02-01,0.00,-26.6,-15.7,-4.8,-22.4,0.12,0.59
2019-02-02,0.00,-5.7,3.0,11.8,1.3,0.24,0.84
2019-02-03,0.02,8.1,21.2,34.4,21.2,0.07,1.16
2019-02-04,0.28,31.9,35.6,39.3,35.6,0.00,0.14
2019-02-05,0.15,12.6,24.1,35.5,22.6,0.01,0.89
2019-02-06,0.44,12.3,14.2,16.2,10.5,0.21,0.75
2019-02-07,0.06,16.5,20.7,24.9,19.0,0.18,0.72
2019-02-08,0.41,-2.3,9.7,21.7,9.7,0.11,0.52
2019-02-09,0.00,-17.1,-7.7,1.6,-12.8,0.15,0.59
2019-02-10,0.00,-15.0,-2.2,10.5,-4.3,0.17,0.95
2019-02-11,0.18,10.5,13.8,17.0,11.7,0.28,0.54
2019-02-12,0.31,15.1,19.0,22.9,18.7,0.17,0.68
2019-02-13,0.61,15.5,18.4,21.4,16.7,0.23,0.57
2019-02-14,0.00,12.7,19.3,25.8,11.1,0.40,2.20
2019-02-15,0.03,-0.2,15.0,30.1,13.8,0.18,1.45
2019-02-16,0.00,-5.2,5.6,16.5,-0.8,0.19,1.24
2019-02-17,0.00,-4.5,9.2,22.9,6.4,0.20,2.01
2019-02-18,0.00,7.5,14.7,21.9,10.4,0.33,1.45
2019-02-19,0.00,-6.8,7.3,21.4,-0.3,0.19,2.13
2019-02-20,0.02,-6.8,7.8,22.3,4.0,0.22,2.02
2019-02-21,0.23,16.6,22.1,27.6,21.1,0.17,0.89
2019-02-22,0.00,4.3,14.4,24.6,8.6,0.25,1.59
2019-02-23,0.03,3.2,16.9,30.5,14.6,0.20,2.69
2019-02-24,0.97,25.5,28.5,31.5,27.5,0.06,1.07
2019-02-25,0.06,-7.3,9.7,26.7,6.4,0.14,0.88
2019-02-26,0.00,-8.1,-1.3,5.5,-10.3,0.34,0.87
2019-02-27,0.20,-1.5,3.6,8.6,-0.9,0.29,1.00
2019-02-28,0.02,-9.2,3.6,16.4,-1.5,0.19,1.31
2019-03-01,0.00,-8.5,4.7,17.9,-1.8,0.17,1.71
2019-03-02,0.19,-3.1,10.2,23.5,10.1,0.10,2.04
2019-03-03,0.00,-5.8,9.2,24.1,3.9,0.21,2.02
2019-03-04,0.00,-16.2,-6.8,2.6,-15.4,0.17,0.86
2019-03-05,0.00,-16.6,-6.4,3.8,-9.9,0.16,0.75
2019-03-06,0.00,-10.8,0.2,11.2,-7.4,0.16,1.11
2019-03-07,0.00,-10.6,3.8,18.3,-1.5,0.16,1.43
2019-03-08,0.00,-8.5,5.8,20.2,-3.1,0.17,2.02
2019-03-09,0.00,1.7,17.7,33.7,13.6,0.15,2.99
2019-03-10,0.13,19.0,26.7,34.4,21.9,0.17,2.82
2019-03-11,0.02,11.9,23.0,34.0,18.5,0.26,2.19
2019-03-12,0.00,3.8,15.9,28.0,8.2,0.25,2.47
2019-03-13,0.63,5.3,22.9,40.5,22.9,0.09,4.00
2019-03-14,0.25,34.3,38.8,43.3,38.7,0.00,0.38
2019-03-15,0.26,32.0,42.0,52.0,38.9,0.04,2.66
2019-03-16,0.00,20.3,26.6,32.9,19.5,0.68,2.61
2019-03-17,0.00,17.6,25.2,32.8,15.2,0.42,3.08
2019-03-18,0.00,17.2,25.7,34.3,17.5,0.22,3.57
2019-03-19,0.00,19.2,28.5,37.8,22.0,0.20,3.37
2019-03-20,0.00,23.7,33.5,43.3,24.9,0.40,5.40
2019-03-21,0.00,31.5,35.1,38.7,30.9,0.38,2.19
2019-03-22,0.00,29.7,36.9,44.1,27.6,0.59,4.44
2019-03-23,0.00,19.8,30.4,41.0,18.9,0.48,5.26
2019-03-24,0.00,21.2,34.8,48.3,23.8,0.46,6.91
2019-03-25,0.00,19.5,33.6,47.7,19.5,0.81,5.76
2019-03-26,0.00,19.1,29.8,40.5,7.5,0.97,7.01
2019-03-27,0.00,22.4,34.0,45.5,16.5,1.01,7.31
2019-03-28,0.00,36.6,45.9,55.1,32.9,1.04,8.22
2019-03-29,0.00,25.9,37.2,48.4,25.8,1.02,6.64
2019-03-30,0.00,26.8,35.7,44.6,18.2,1.34,6.97
2019-03-31,0.00,20.4,26.6,32.9,9.3,1.40,4.18
2019-04-01,0.00,22.2,28.8,35.4,12.1,0.93,4.70
2019-04-02,0.00,27.6,34.6,41.5,25.6,0.50,4.04
2019-04-03,0.03,26.4,37.5,48.5,25.4,0.24,6.70
2019-04-04,0.00,25.8,36.1,46.3,20.0,0.99,6.65
2019-04-05,0.03,28.0,35.1,42.2,22.8,0.22,5.55
2019-04-06,0.02,31.1,41.1,51.0,37.0,0.05,4.21
2019-04-07,0.31,40.8,44.3,47.8,43.6,0.28,0.93
2019-04-08,0.16,37.8,46.4,55.0,46.4,0.06,2.45
2019-04-09,0.01,35.9,51.9,67.9,39.3,0.14,15.19
